CO_ppm_parts,CO_ppm_density,CO_temp,CO_humidity,TVOC_ppm_parts,TVOC_ppm_density,TVOC_temp,TVOC_humidity,O3_ppm_parts,O3_ppm_density,O3_temp,O3_humidity,NO2_ppm_parts,NO2_ppm_density,NO2_temp,NO2_humidity,SO2_ppb_parts,SO2_ppb_density,SO2_temp,SO2_humidity,analog_CO,analog_CO_Ref,analog_NO2,analog_NO2_Ref,analog_SO2,analog_SO2_Ref,analog_O3,analog_O3_Ref,sgp_VOC,stc31_CO2,telaire_CO2,sht41_temp,sht41_humidity,chipcap_tempC,chipcap_tempF,chipcap_humidity,PM1.0_ug/m3,PM2.5_(ug/m3),PM4.0_(ug/m3),PM10.0_(ug/m3),PM0.5_(/cm3),PM1_(/cm3),PM2.5_(/cm3),PM4.0_(/cm3),PM10.0_(/cm3),Typical_(nm),TimeStampMillis,SetupLoopExeTime=132870,SetupLoopOffset=27143,MillisMsb=4060217741,MillisLsb=1752713415,FileAttr1=4291371562,FileAttr2=257
55.0,63.0,29.31,81.1425,0.0,0.0,29.334999999999997,80.32333333333334,3.5,6.0,29.340833333333332,77.15916666666666,0.0,0.0,29.22,79.62666666666667,0.0,0.0,29.28333333333333,81.26083333333334,491.1666666666667,494.9166666666667,452.8333333333333,495.25,477.75,496.3333333333333,463.25,496.6666666666667,58526.0,4.540833333333333,482.4166666666667,29.384999999999994,74.82000000000001,29.531666666666663,85.15833333333335,68.36916666666666,17.333333333333332,17.0,17.333333333333332,17.333333333333332,107.33333333333333,17.333333333333332,125.91666666666667,125.91666666666667,125.91666666666667,554.5833333333334,26.53158333333333,nan,nan,nan,nan,nan,nan
57.333333333333336,65.33333333333333,29.937500000000004,80.03000000000002,0.0,0.0,29.950833333333335,79.22500000000001,5.75,10.5,29.970833333333335,75.9925,0.0,0.0,29.887499999999992,78.44666666666667,0.0,0.0,29.9375,80.01416666666665,488.5833333333333,494.75,456.75,494.6666666666667,485.9166666666667,495.6666666666667,465.4166666666667,495.6666666666667,57790.5,4.2,488.25,29.880000000000006,74.24916666666668,30.151666666666667,86.26833333333333,67.42916666666666,17.0,16.833333333333332,16.916666666666668,17.0,106.66666666666667,17.0,124.83333333333333,124.83333333333333,124.83333333333333,531.3333333333334,87.88041666666668,nan,nan,nan,nan,nan,nan
57.5,65.33333333333333,31.9225,74.03166666666667,0.0,0.0,31.775000000000006,73.37916666666668,8.75,16.5,31.942500000000006,70.1825,0.0,0.0,31.63666666666666,73.27333333333335,0.0,0.0,31.143333333333334,76.43583333333333,488.3333333333333,494.4166666666667,454.1666666666667,494.9166666666667,487.25,496.1666666666667,464.5,495.5833333333333,57804.083333333336,3.910833333333333,487.6666666666667,30.13416666666667,71.90083333333332,30.462499999999995,86.83333333333333,65.41083333333333,15.083333333333334,15.0,15.083333333333334,15.083333333333334,95.58333333333333,15.083333333333334,112.0,112.0,112.0,547.0,149.38508333333334,nan,nan,nan,nan,nan,nan
59.166666666666664,67.33333333333333,33.36416666666667,67.78,0.0,0.0,32.69916666666666,69.00416666666666,12.083333333333334,23.166666666666668,33.06333333333333,65.0925,0.0,0.0,33.19500000000001,66.7925,0.0,0.0,32.16916666666667,71.25250000000001,488.8333333333333,495.0,459.3333333333333,494.6666666666667,493.4166666666667,496.1666666666667,461.5833333333333,495.8333333333333,57714.833333333336,3.613333333333333,461.1666666666667,30.36916666666667,70.55583333333333,30.673333333333332,87.21583333333332,63.603333333333325,17.916666666666668,17.333333333333332,17.75,17.916666666666668,108.08333333333333,17.916666666666668,127.25,127.5,127.66666666666667,582.0,210.94274999999996,nan,nan,nan,nan,nan,nan
91.66666666666667,105.08333333333333,33.219166666666666,67.73416666666668,0.0,0.0,32.354166666666664,69.70666666666666,3.5833333333333335,6.25,32.74833333333334,65.58166666666666,0.0,0.0,32.879999999999995,67.11500000000001,0.0,0.0,31.665833333333335,72.33333333333333,488.25,494.25,458.3333333333333,494.6666666666667,485.1666666666667,496.0833333333333,462.9166666666667,495.4166666666667,57786.0,3.690000000000001,448.0,30.28,69.83,30.5825,87.05083333333333,63.19416666666666,15.916666666666666,15.75,15.833333333333334,15.916666666666666,100.25,15.916666666666666,117.25,117.33333333333333,117.41666666666667,537.6666666666666,272.36608333333334,nan,nan,nan,nan,nan,nan
86.16666666666667,98.83333333333333,34.07666666666666,65.12583333333332,0.0,0.0,33.38,66.64583333333333,1.1666666666666667,1.5833333333333333,33.6775,62.874166666666675,0.0,0.0,33.865,64.38916666666667,0.0,0.0,32.60916666666667,69.45166666666667,487.5833333333333,494.3333333333333,464.1666666666667,494.8333333333333,487.0833333333333,495.8333333333333,466.0833333333333,495.3333333333333,57753.333333333336,3.6050000000000004,425.8333333333333,30.375,69.84500000000001,30.701666666666668,87.26583333333333,62.91416666666667,12.0,12.0,12.0,12.0,77.33333333333333,12.0,90.41666666666667,90.5,90.5,519.25,333.9065,nan,nan,nan,nan,nan,nan
228.58333333333334,262.75,33.276666666666664,67.43416666666666,88.91666666666667,88.91666666666667,32.52916666666666,68.87333333333332,0.0,0.0,32.845000000000006,65.06333333333335,0.0,0.0,33.083333333333336,66.59916666666666,0.0,0.0,31.911666666666665,71.80583333333334,493.5,494.25,463.9166666666667,494.6666666666667,490.8333333333333,495.6666666666667,467.4166666666667,495.8333333333333,57719.416666666664,3.746666666666666,477.6666666666667,30.617499999999996,68.87333333333332,30.790000000000003,87.42583333333334,63.054166666666674,11.833333333333334,11.75,11.833333333333334,11.833333333333334,76.25,11.833333333333334,88.91666666666667,89.0,89.0,507.9166666666667,395.31075000000004,nan,nan,nan,nan,nan,nan
16749.833333333332,19261.916666666668,32.59,66.46666666666668,20541.083333333332,20541.083333333332,31.91083333333333,67.7475,0.0,0.0,32.20416666666667,63.73416666666666,0.0,0.0,32.44416666666667,64.76583333333333,27.833333333333332,72.25,31.16583333333334,69.97,531.25,494.3333333333333,467.25,494.75,658.8333333333334,496.1666666666667,460.9166666666667,495.9166666666667,57741.25,5.645833333333333,9108.25,30.95,63.219166666666666,31.117500000000003,88.01249999999999,54.76749999999999,8.833333333333334,8.833333333333334,8.833333333333334,8.833333333333334,57.083333333333336,8.833333333333334,66.58333333333333,66.58333333333333,66.58333333333333,501.0833333333333,456.8225,nan,nan,nan,nan,nan,nan
5898.416666666667,6782.583333333333,35.968333333333334,88.61416666666666,11140.5,11140.5,34.211666666666666,87.29416666666667,3.0,5.666666666666667,36.89333333333334,85.13833333333334,0.0,0.0,35.76083333333334,85.48833333333334,20.083333333333332,52.25,34.52833333333334,90.96,488.0833333333333,493.9166666666667,599.5,495.0,569.6666666666666,496.3333333333333,430.4166666666667,496.5833333333333,56026.25,0.7566666666666667,19102.25,36.76583333333333,97.27666666666669,35.895833333333336,96.61083333333333,92.57416666666667,19.5,19.166666666666668,19.5,19.5,122.41666666666667,19.5,143.16666666666666,143.16666666666666,143.25,549.1666666666666,518.3694166666667,nan,nan,nan,nan,nan,nan
1546.25,1777.75,40.17916666666667,80.29666666666667,4453.333333333333,4453.333333333333,37.44833333333333,82.89416666666666,38.333333333333336,74.58333333333333,40.30166666666667,76.12833333333333,0.0,0.0,40.42833333333333,78.10666666666667,9.75,25.166666666666668,38.155833333333334,83.455,485.0833333333333,494.25,345.6666666666667,494.6666666666667,546.0833333333334,496.0,462.4166666666667,496.1666666666667,55096.416666666664,-2.11,19436.666666666668,40.0425,71.0175,40.35833333333333,104.645,71.29833333333333,17.666666666666668,17.333333333333332,17.666666666666668,17.666666666666668,110.41666666666667,17.666666666666668,129.33333333333334,129.33333333333334,129.41666666666666,556.8333333333334,579.8961666666668,nan,nan,nan,nan,nan,nan
659.75,758.3333333333334,38.123333333333335,59.862500000000004,1081.25,1081.25,35.76333333333333,64.6725,24.25,46.916666666666664,38.48416666666667,55.328333333333326,0.0,0.0,38.560833333333335,58.606666666666676,2.1666666666666665,5.0,36.24333333333333,64.42666666666666,489.0833333333333,494.4166666666667,461.0833333333333,494.75,494.0,495.5833333333333,464.4166666666667,496.0,55722.083333333336,-1.7341666666666669,1988.0833333333333,38.288333333333334,49.150000000000006,39.239999999999995,102.63166666666667,40.78916666666666,7.25,7.166666666666667,7.25,7.25,45.916666666666664,7.25,53.5,53.583333333333336,53.583333333333336,546.6666666666666,641.4345,nan,nan,nan,nan,nan,nan
384.75,442.0,36.570833333333326,62.882500000000014,468.1666666666667,468.1666666666667,34.5875,66.55333333333333,0.0,0.0,37.263333333333335,57.323333333333345,0.0,0.0,37.144999999999996,60.640833333333326,2.4166666666666665,5.833333333333333,35.06999999999999,66.48333333333332,486.0,495.0833333333333,459.4166666666667,495.0,492.0833333333333,496.25,466.6666666666667,496.0,56011.416666666664,-1.3575000000000002,771.8333333333334,36.842499999999994,52.71416666666667,37.637499999999996,99.74833333333333,44.145833333333336,5.916666666666667,5.916666666666667,5.916666666666667,5.916666666666667,38.166666666666664,5.916666666666667,44.5,44.5,44.5,488.75,702.8004999999999,nan,nan,nan,nan,nan,nan
282.3333333333333,324.1666666666667,35.559999999999995,64.56666666666668,315.3333333333333,315.3333333333333,33.91833333333333,67.89916666666667,0.0,0.0,36.432500000000005,58.53583333333333,0.0,0.0,36.16833333333333,61.56333333333333,2.0,5.0,34.46666666666666,67.43666666666668,488.1666666666667,494.9166666666667,460.9166666666667,495.0,492.3333333333333,495.9166666666667,467.1666666666667,495.75,56148.75,-1.0858333333333334,730.6666666666666,36.17083333333333,54.24333333333334,36.9,98.41583333333334,45.48250000000001,7.0,7.0,7.0,7.0,46.583333333333336,7.0,54.25,54.25,54.25,472.0833333333333,764.1193333333334,nan,nan,nan,nan,nan,nan
234.5,269.25,34.91166666666667,65.85000000000001,239.83333333333334,239.83333333333334,33.425,69.31750000000001,0.0,0.0,35.809999999999995,59.768333333333324,0.0,0.0,35.565,62.79749999999999,1.6666666666666667,4.0,34.06,68.40249999999999,490.0,494.6666666666667,465.6666666666667,494.6666666666667,492.6666666666667,496.0833333333333,473.9166666666667,495.5833333333333,56195.583333333336,-0.8816666666666667,710.75,35.96083333333333,55.027499999999996,36.5125,97.72916666666667,46.50833333333333,7.0,7.0,7.0,7.0,45.5,7.0,52.916666666666664,52.916666666666664,52.916666666666664,469.8333333333333,825.4133333333333,nan,nan,nan,nan,nan,nan
207.83333333333334,238.41666666666666,34.44416666666667,66.93666666666665,199.58333333333334,199.58333333333334,33.097500000000004,70.2075,0.0,0.0,35.38999999999999,60.74666666666667,0.0,0.0,35.115833333333335,63.830000000000005,1.0833333333333333,2.25,33.74333333333333,69.30833333333332,486.9166666666667,494.6666666666667,465.75,494.6666666666667,480.9166666666667,495.8333333333333,467.9166666666667,495.5833333333333,56214.0,-0.7108333333333333,718.25,35.893333333333324,55.26916666666667,36.232499999999995,97.22166666666668,47.26666666666668,6.5,6.5,6.5,6.5,41.166666666666664,6.5,48.083333333333336,48.166666666666664,48.166666666666664,484.25,886.6964166666666,nan,nan,nan,nan,nan,nan
186.66666666666666,214.33333333333334,34.1075,67.87666666666668,165.66666666666666,165.66666666666666,32.8425,71.03750000000001,0.0,0.0,35.03916666666667,61.52916666666667,0.0,0.0,34.777499999999996,64.71416666666667,1.4166666666666667,3.25,33.5275,69.91583333333331,488.5833333333333,495.0,462.9166666666667,494.75,478.9166666666667,495.8333333333333,467.5833333333333,495.9166666666667,56227.0,-0.6308333333333334,727.0,35.85166666666667,55.40166666666667,36.01916666666667,96.83249999999998,47.87416666666667,6.5,6.5,6.5,6.5,42.25,6.5,49.25,49.25,49.25,494.4166666666667,947.9810833333335,nan,nan,nan,nan,nan,nan
175.0,200.875,33.902499999999996,68.42125,140.5,140.5,32.692499999999995,71.5625,0.0,0.0,34.82625,62.08,0.0,0.0,34.557500000000005,65.3125,1.0,2.0,33.378750000000004,70.37,494.375,494.5,471.25,494.625,489.5,496.25,474.0,495.5,56239.25,-0.5549999999999999,730.875,35.8175,55.485,35.92250000000001,96.6575,48.12625,7.375,7.375,7.375,7.375,47.125,7.375,55.125,55.125,55.125,493.5,999.0588750000001,nan,nan,nan,nan,nan,nan
175.0,200.875,33.902499999999996,68.42125,140.5,140.5,32.692499999999995,71.5625,0.0,0.0,34.82625,62.08,0.0,0.0,34.557500000000005,65.3125,1.0,2.0,33.378750000000004,70.37,494.375,494.5,471.25,494.625,489.5,496.25,474.0,495.5,56239.25,-0.5549999999999999,730.875,35.8175,55.485,35.92250000000001,96.6575,48.12625,7.375,7.375,7.375,7.375,47.125,7.375,55.125,55.125,55.125,493.5,999.0588750000001,nan,nan,nan,nan,nan,nan
